label,feature_space,model,evaluation_split,status,majority_baseline,balanced_accuracy,balanced_accuracy_ci_low,balanced_accuracy_ci_high,macro_f1,auroc,pr_auc,confusion_matrix,mae,rmse,r2
tree_visible,F6_gru_hidden,fixed_logistic,student_dev,diagnostic_only,0.5,0.5616106513455584,0.4515838871046336,0.7270619812495874,0.5265638278694857,0.549117907537509,0.15873915097671612,"[[3755, 1413], [502, 330]]",,,
tree_visible,F6_gru_hidden,knn_k5,bc_train,diagnostic_only,0.5,0.9092960574734492,0.8778017719659934,0.9324010907423075,0.9233065635117521,0.9873927531075402,0.9657719772777587,"[[1349, 28], [72, 375]]",,,
tree_visible,F6_gru_hidden,knn_k5,bc_validation,diagnostic_only,0.5,0.6692288975170588,0.5881127751272035,0.7581180176189772,0.6128651016218389,0.6629392133542256,0.37531588620970985,"[[632, 469], [102, 331]]",,,
tree_visible,F6_gru_hidden,knn_k5,dagger1,diagnostic_only,0.5,0.22543668122270744,0.002,0.49399038461538464,0.2922859164897382,0.2570570804741111,0.05438477819477093,"[[413, 503], [84, 0]]",,,
tree_visible,F6_gru_hidden,knn_k5,student_dev,diagnostic_only,0.5,0.4471656197904263,0.3677108254162158,0.49631045967129517,0.43874624181529553,0.42641174796082404,0.12270821772547666,"[[4566, 602], [823, 9]]",,,
contact_range,F1_legal_vector,fixed_logistic,bc_train,diagnostic_only,0.5,0.7392681210415201,0.5426928940211758,0.8236450781871247,0.6844302972514871,0.82734908056176,0.6285683826271621,"[[897, 437], [95, 395]]",,,
contact_range,F1_legal_vector,fixed_logistic,bc_validation,diagnostic_only,0.5,0.3894986078605095,0.35392229467828284,0.46248519152296963,0.37318596844982993,0.403068340306834,0.4627502320137703,"[[376, 341], [609, 208]]",,,
contact_range,F1_legal_vector,fixed_logistic,dagger1,coverage_insufficient_for_generalization_claim,,,,,,,,,,,
contact_range,F1_legal_vector,fixed_logistic,student_dev,diagnostic_only,0.5,0.37363785835476027,0.2990907793986695,0.4777336571523725,0.37416668934178665,0.3273210339741011,0.5372581639448758,"[[420, 1704], [1746, 2130]]",,,
contact_range,F1_legal_vector,knn_k5,bc_train,diagnostic_only,0.5,0.9310513110791543,0.9060244101372454,0.9462469876782621,0.9285590156634602,0.9849768993054493,0.9607604144410733,"[[1278, 56], [47, 443]]",,,
contact_range,F1_legal_vector,knn_k5,bc_validation,diagnostic_only,0.5,0.5912734790171887,0.4188574205008617,0.7293887938221227,0.588768091462168,0.6512515598619981,0.6295746150878427,"[[338, 379], [236, 581]]",,,
contact_range,F1_legal_vector,knn_k5,dagger1,coverage_insufficient_for_generalization_claim,,,,,,,,,,,
contact_range,F1_legal_vector,knn_k5,student_dev,diagnostic_only,0.5,0.49162599919539623,0.44740607284340705,0.529530046620131,0.3844389877700091,0.470781126406356,0.6499158232802079,"[[1701, 423], [3169, 707]]",,,
contact_range,F2_current_rgb,fixed_logistic,bc_train,diagnostic_only,0.5,0.863710491692929,0.774313445979594,0.9038955593940536,0.8173685629605025,0.9265673285806075,0.8026658758105749,"[[1082, 252], [41, 449]]",,,
